Data as of 2021-01-03
Symbol,Name,Asset Class,Assets,Avg. Daily Volume,Price,Inverse,Leveraged,Smart Beta,Currency Hedged,1 Week Returns,4 Week Returns,YTD Price Change,1 Year Returns,3 Year Returns,5 Year Returns,1 Week FF,4 Week FF,YTD FF,1 Year FF,3 Year FF,5 Year FF,ETFdb Category,Inception,ER,Annual Dividend Rate,Dividend Date,Dividend, Annual Dividend Yield %, Dividend Frequency, Standard Deviation,P/E Ratio,Beta,5-Day Volatility,20-Day Volatility,50-Day Volatility,200-Day Volatility,Issuer,# of Holdings,% In Top 10,% In Top 15,% In Top 50,ST Cap Gains,LT Cap Gains,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Liquidity,Expenses,Performance,Volatility,ETFdb Pro,Dividend,Concentration,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),ESG Exclusion Criteria (%),Sustainable Impact Solutions (%)
XMVM,Invesco S&P MidCap Value with Momentum ETF,Equity,"$55,926,600","6,231",$36.58,false,false,false,false,-0.28%,4.65%,5.67%,5.67%,24.52%,63.43%,$0.0,$4.4205,$0.0,-$14.76825,$2.85205,$5.78635,Small Cap Value Equities,2005-03-03,0.39%,$0.51,2020-09-21,$0.11,1.54%,Quarterly,4.27%,12.83,1.17,74.09%,16.03%,27.43%,25.31%,Invesco,82,19.47%,27.64%,70.96%,39%,20%,1099,$35.33,$37.11,$36.52,$36.71,63.19,C+,B,A,A,B+,B-,N/A,5.18,72.88%,33.54%,98.9,1.79%,6.35%
KNOW,Direxion All Cap Insider Sentiment Shares,Equity,"$47,465,000","8,895",$35.83,false,false,false,false,-0.17%,4.01%,-8.00%,-3.18%,-5.79%,20.39%,$0.0,$0.0,$0.0,-$40.6239,-$160.31895,-$100.3562,Large Cap Blend Equities,2011-12-08,0.59%,$0.68,2020-09-22,$0.09,1.89%,Quarterly,3.48%,15.88,1.09,67.88%,18.32%,17.38%,17.73%,Direxion,101,49.92%,65.50%,94.61%,35%,15%,1099,$32.66,$36.67,$35.74,$36.00,59.1,B,B,C+,A-,B+,A,B,N/A,N/A,N/A,N/A,N/A,N/A
ARGT,Global X MSCI Argentina ETF,Equity,"$48,031,100","14,180",$30.38,false,false,false,false,0.23%,3.72%,14.25%,14.25%,-11.86%,72.84%,-$0.007119,-$0.01337,$0.0,-$30.262869,-$117.421773,-$2.594539,Global Equities,2011-03-02,0.59%,$0.08,2019-12-30,$0.08,0.26%,Annually,3.77%,125.43,1.27,318.86%,19.20%,27.05%,25.86%,Global X,26,76.44%,91.20%,100.00%,35%,15%,1099,$28.82,$31.13,$30.22,$30.66,63.87,A-,B+,A,C,A-,A-,C+,4.96,85.00%,29.66%,352.4,7.05%,3.02%
KCE,SPDR S&P Capital Markets ETF,Equity,"$46,346,300","7,757",$75.31,false,false,false,false,0.77%,4.86%,30.82%,30.82%,40.32%,95.49%,$0.0,$3.726193,$0.0,$1.418613,-$101.048006,-$94.562305,Financials Equities,2005-11-15,0.35%,$2.06,2020-12-21,$0.65,2.77%,Quarterly,7.72%,14.55,1.19,244.69%,12.61%,19.51%,19.92%,State Street SPDR,60,19.94%,29.59%,93.08%,35%,15%,1099,$71.85,$75.65,$74.65,$75.64,70.96,B,B+,A-,C+,B-,A-,B-,4.41,8.02%,18.02%,4.09,0.00%,0.00%
BDCZ,ETRACS Wells Fargo Business Development Company Index ETN,Equity,"$46,063,500","19,654",$16.23,false,false,false,false,1.74%,-0.94%,-18.82%,-18.82%,-7.54%,11.84%,$0.0,$0.0,$0.0,$25.310975,$25.614355,$25.614355,Financials Equities,2015-10-08,0.85%,$0.43,2020-01-10,$0.43,2.67%,N/A,2.69%,N/A,1.27,333.61%,10.19%,20.83%,22.11%,UBS,19,66.85%,77.37%,82.87%,39%,20%,1099,$15.75,$16.60,$16.12,$16.28,61.7,N/A,C+,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MLPI,UBS E-TRACS Alerian MLP Infrastructure ETN,Equity,"$46,375,500","49,955",$11.28,false,false,true,false,-0.09%,13.60%,-40.73%,-36.89%,-43.11%,-43.88%,$0.0,$0.0,$0.0,-$487.619662,"-$1,260.454686","-$1,033.212324",MLPs,2010-03-31,0.85%,$0.40,2020-01-10,$0.40,3.57%,Quarterly,3.66%,N/A,1.77,138.87%,43.88%,40.46%,36.30%,UBS,19,78.55%,93.85%,100.00%,35%,15%,1099,$8.91,$11.75,$11.22,$11.39,62.93,A,B+,A-,B-,A,B+,N/A,N/A,N/A,N/A,N/A,N/A,N/A
JPHY,JPMorgan High Yield Research Enhanced,Bond,"$492,290,000","107,348",$51.90,false,false,false,false,0.39%,1.16%,5.36%,5.36%,17.47%,N/A,$0.0,$51.504,$0.0,$321.325,$401.268,$462.603066,High Yield Bonds,2016-09-14,0.24%,$2.46,2020-12-30,$0.18,4.76%,Monthly,2.72%,N/A,0.40,104.97%,3.07%,4.38%,4.86%,J.P. Morgan,538,9.75%,13.20%,31.66%,39%,20%,1099,$51.16,$51.85,$51.85,$51.93,70.01,B,A,A-,B+,A,B+,N/A,3.61,50.00%,7.72%,311.32,6.84%,1.92%
ZCAN,SPDR Solactive Canada ETF,Equity,"$49,577,300",808,$63.88,false,false,false,false,-0.40%,1.50%,5.80%,5.80%,13.32%,61.01%,$0.0,$0.0,$0.0,$21.171378,$4.7299,$25.595601,Large Cap Blend Equities,2014-06-11,0.14%,$1.74,2020-06-01,$0.76,2.91%,Semi-Annually,6.03%,17.32,1.02,259.74%,10.01%,15.92%,15.89%,State Street SPDR,84,45.61%,56.46%,90.55%,N/A,N/A,N/A,$63.21,$64.65,$63.78,$64.07,61.25,C,A,B-,C,B-,A-,N/A,7.06,41.38%,82.80%,307.65,6.84%,1.53%
DBLV,AdvisorShares DoubleLine Value Equity ETF,Equity,"$45,771,700","1,020",$80.14,false,false,false,false,1.07%,1.16%,8.75%,8.75%,16.31%,54.58%,-$1.990075,-$1.990075,$0.0,-$14.124083,-$78.692954,-$208.940434,Large Cap Blend Equities,2011-10-04,0.91%,$0.81,2019-12-27,$0.82,1.06%,Annually,6.74%,21.8,1.03,30.71%,9.37%,20.49%,18.66%,AdvisorShares,52,30.09%,41.90%,99.01%,N/A,N/A,N/A,$78.65,$80.45,$80.07,$80.25,63.09,C+,C,B,A-,C+,C+,N/A,5.66,69.01%,43.94%,176.24,12.08%,1.82%
QWLD,SPDR MSCI World StrategicFactors ETF,Equity,"$46,171,000",763,$92.48,false,false,true,false,1.19%,2.16%,10.23%,10.23%,30.77%,70.74%,$0.0,$0.0,$0.0,$18.334977,$18.293506,$30.247193,Large Cap Growth Equities,2014-06-04,0.30%,$1.63,2020-12-18,$0.79,1.77%,Semi-Annually,6.89%,20.58,0.85,33.50%,7.07%,15.16%,15.30%,State Street SPDR,"1,203",14.38%,18.75%,36.34%,35%,15%,1099,$90.28,$92.58,$92.26,$92.59,64.74,C+,B,B,A,A-,A,A,6.27,52.82%,62.66%,177.19,7.35%,5.86%
GXG,Global X MSCI Colombia ETF,Equity,"$48,349,800","10,306",$32.39,false,false,false,false,1.22%,10.68%,-16.13%,-16.13%,-12.37%,22.63%,-$0.004942,$0.003998,$0.0,-$10.977415,-$27.305441,-$13.865445,Latin America Equities,2009-02-05,0.61%,$0.61,2020-06-29,$0.46,1.93%,Annually,5.72%,22.05,1.34,70.54%,25.59%,26.59%,24.37%,Global X,25,72.26%,88.03%,99.97%,35%,15%,1099,$29.62,$33.74,$32.04,$32.77,69.37,A-,B+,A-,A,A,A-,B-,7.63,100.00%,90.71%,413.01,0.00%,3.42%
PVI,Invesco VRDO Tax-Free Weekly ETF,Bond,"$46,094,600","5,457",$24.88,false,false,false,false,-0.01%,-0.11%,0.17%,0.17%,2.56%,3.24%,$0.0,-$3.7374,$0.0,-$7.47775,-$36.14575,-$32.3943,National Munis,2007-11-15,0.25%,$0.11,2020-08-24,$0.00,0.43%,Monthly,0.04%,N/A,-0.01,1.44%,0.77%,1.29%,1.21%,Invesco,31,49.47%,67.78%,99.99%,35%,15%,1099,$24.86,$24.93,$24.87,$24.90,45.78,B-,B,B-,B-,C+,B-,B+,N/A,N/A,N/A,N/A,N/A,N/A
ROAM,Hartford Multifactor Emerging Markets ETF,Equity,"$45,593,600","8,977",$22.94,false,false,true,false,2.32%,4.83%,2.23%,2.23%,-2.30%,35.29%,$0.0,$0.0,$0.0,-$17.30308,$7.5816,$32.48149,Emerging Markets Equities,2015-02-25,0.44%,$0.70,2020-12-23,$0.42,3.03%,Semi-Annually,1.93%,11.6,0.79,10.47%,10.19%,14.39%,14.48%,Hartford Funds,330,12.01%,16.24%,39.30%,35%,15%,1099,$21.72,$22.96,$22.86,$23.01,69.88,B,B,C,C,B,A,A-,4.72,29.24%,26.38%,285.09,1.37%,3.57%
HYDB,iShares Edge High Yield Defensive Bond ETF,Bond,"$45,869,000","8,431",$51.24,false,false,true,false,0.18%,1.36%,7.38%,7.38%,20.74%,N/A,$0.0,$5.06649,$0.0,$10.091925,$32.484945,$35.00722,High Yield Bonds,2017-07-11,0.35%,$2.98,2020-12-17,$0.29,5.84%,Monthly,2.74%,N/A,0.41,101.49%,3.37%,4.50%,4.91%,iShares,243,9.65%,13.52%,37.31%,39%,20%,1099,$50.49,$51.29,N/A,N/A,72.26,C+,A-,B+,B+,A-,A,N/A,3.3,16.84%,5.21%,376.07,8.26%,2.64%
PXQ,Invesco Dynamic Networking ETF,Equity,"$45,149,900","3,425",$84.45,false,false,true,false,-1.12%,10.62%,39.13%,39.13%,85.95%,148.55%,-$8.3611,-$9.14964,$0.0,-$36.33143,-$6.31523,-$14.22318,Technology Equities,2005-06-23,0.63%,$0.15,2020-12-21,$0.00,0.18%,Quarterly,8.43%,28.79,1.09,237.59%,24.56%,25.86%,25.71%,Invesco,32,45.38%,61.43%,100.00%,35%,15%,1099,$73.97,$87.99,$84.15,$84.74,66.97,C,C+,C,A,C+,B-,B-,5.22,59.64%,34.19%,16.07,0.00%,4.46%
JHMH,John Hancock Multi-Factor Health Care ETF,Equity,"$45,411,700","3,058",$43.22,false,false,true,false,0.85%,2.67%,19.21%,19.21%,47.50%,75.26%,$0.0,-$2.15977,$0.0,-$3.396806,-$5.487751,$8.334494,Health & Biotech Equities,2015-09-28,0.40%,$1.09,2020-12-24,$0.64,2.55%,Semi-Annually,3.18%,24.36,0.85,78.29%,9.42%,16.39%,17.19%,John Hancock,141,31.73%,40.00%,74.96%,39%,20%,1099,$42.23,$43.16,$42.86,$43.41,62.91,N/A,A-,N/A,N/A,N/A,A,N/A,5.62,34.34%,42.88%,18.95,0.00%,12.49%
HIBL,Direxion Daily S&P 500 High Beta Bull 3X Shares,Equity,"$52,802,900","34,835",$228.04,false,3x,false,false,3.47%,4.32%,-17.99%,-17.99%,N/A,N/A,$0.0,$0.58465,$0.0,$15.398958,$16.707758,$16.707758,Leveraged Equities,2019-11-07,1.12%,$0.49,2020-03-24,$0.43,0.32%,N/A,74.33%,N/A,4.95,210.19%,67.69%,116.85%,100.69%,Direxion,103,82.07%,83.38%,90.83%,39%,20%,1099,$209.88,$239.16,$222.21,$231.68,59.47,N/A,N/A,N/A,N/A,N/A,C+,N/A,6.15,77.59%,58.96%,186.05,1.32%,0.38%
WBIL,WBI Bull|Bear Quality 1000 ETF,Equity,"$45,049,100","5,040",$26.63,false,false,false,false,-2.13%,-3.45%,-2.20%,-2.20%,-1.43%,21.80%,$0.0,-$1.3615,$0.0,-$4.9095,-$5.227127,-$83.463092,Large Cap Blend Equities,2014-08-25,1.21%,$0.05,2020-12-29,$0.01,0.19%,Quarterly,0.87%,18.6,0.54,126.08%,8.38%,13.90%,14.83%,WBI Shares,32,46.71%,66.10%,99.99%,35%,15%,1099,$26.72,$27.88,$26.46,$26.92,42.44,B+,C,C+,A,B-,C+,N/A,4.41,8.59%,17.87%,104.03,0.00%,0.74%
EVSTC,Eaton Vance Stock NextShares,Equity,"$6,838,100",N/A,$99.76,false,false,false,false,N/A,N/A,N/A,N/A,N/A,N/A,$0.0,$0.0,$0.0,$0.0,-$0.728335,$54.473647,Large Cap Growth Equities,2016-02-25,0.65%,$0.22,2020-12-09,$0.22,0.22%,Annually,N/A,27.54,N/A,N/A,N/A,N/A,N/A,Eaton Vance Management,43,54.77%,65.27%,100.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,C,C+,A,A+,B+,C+,N/A,5.24,48.17%,34.70%,115.14,1.41%,3.35%
BKSE,BNY Mellon US Small Cap Core Equity ETF,Equity,"$68,033,700","4,989",$84.08,false,false,false,false,-0.92%,6.19%,N/A,N/A,N/A,N/A,$4.252,$16.9575,$0.0,$22.1565,$22.1565,$22.1565,Small Cap Growth Equities,2020-04-09,0.04%,$0.46,2020-10-01,$0.24,0.62%,Quarterly,N/A,58.32,1.57,32.48%,13.92%,21.05%,20.07%,Bank of New York Mellon,744,3.55%,4.97%,14.07%,39%,20%,1099,$79.42,$86.10,$83.94,$84.24,67.15,N/A,A+,N/A,N/A,N/A,C+,N/A,4.19,22.63%,13.81%,141.39,3.84%,7.15%
ALTL,Pacer Lunt Large Cap Alternator ETF,Equity,"$47,009,300","12,520",$31.93,false,false,false,false,1.23%,2.07%,N/A,N/A,N/A,N/A,$0.0,-$1.58092,$0.0,$33.911411,$33.911411,$33.911411,Large Cap Growth Equities,2020-06-24,1.00%,$0.09,2020-09-21,$0.09,0.32%,N/A,N/A,24.99,2.87,17.37%,21.78%,37.18%,28.57%,Pacer Financial,101,12.15%,17.74%,54.01%,35%,15%,1099,$30.85,$32.57,$31.78,$32.00,61.61,B-,C,N/A,N/A,N/A,C+,N/A,5.4,56.61%,37.58%,215.21,6.77%,1.96%
MLPC,Miller/Howard Fundamental MLP ETN,Equity,"$44,800,000",572,$6.36,false,false,true,false,-8.29%,1.07%,-48.60%,-48.04%,-53.90%,-54.60%,$0.0,$0.0,$0.0,$0.0,$0.0,$0.0,MLPs,2013-09-26,0.95%,$0.00,2019-09-30,$0.25,0.00%,Quarterly,2.58%,N/A,1.93,161.67%,32.96%,35.99%,44.18%,Citigroup,18,40.00%,60.00%,72.00%,35%,15%,1099,$6.32,$6.95,$6.35,$6.37,42.23,N/A,C,N/A,N/A,N/A,C+,N/A,N/A,N/A,N/A,N/A,N/A,N/A
QMOM,MomentumShares U.S. Quantitative Momentum ETF,Equity,"$95,361,300","11,275",$52.37,false,false,true,false,-5.63%,10.74%,61.92%,61.92%,83.49%,123.06%,$0.0,$0.0,$0.0,-$2.6423,$7.4777,$39.5622,All Cap Equities,2015-12-02,0.49%,$0.08,2017-06-19,$0.03,0.27%,Quarterly,7.03%,42.79,1.27,72.09%,31.77%,34.46%,32.45%,Alpha Architect,52,25.72%,36.41%,99.83%,39%,20%,1099,$46.49,$56.98,$52.06,$52.86,59.28,B+,B,A,B-,B,C+,N/A,3.91,9.71%,10.44%,39.92,4.46%,14.31%
IPFF,iShares International Preferred Stock ETF,Preferred Stock,"$43,651,500","10,106",$15.58,false,false,false,false,0.31%,1.97%,5.71%,5.71%,-4.61%,17.92%,$1.52906,$2.29731,$0.0,$1.959925,-$40.606515,$23.614121,Preferred Stock/Convertible Bonds,2011-11-15,0.55%,$0.63,2020-12-17,$0.03,4.05%,Monthly,1.67%,10.94,1.03,13.57%,8.97%,10.21%,10.49%,iShares,84,27.34%,37.03%,79.65%,35%,15%,1099,$15.28,$15.66,$15.55,$15.60,67.49,B,B,B-,C,C,B,B-,6.97,84.34%,81.09%,383.24,10.62%,2.12%
NGE,Global X MSCI Nigeria ETF,Equity,"$46,267,000","19,417",$11.36,false,false,false,false,-2.87%,0.97%,-15.11%,-15.11%,-41.56%,-51.62%,$0.007131,-$0.008778,$0.0,$1.87156,-$10.873745,$35.277296,Emerging Markets Equities,2013-04-02,0.88%,$0.08,2019-12-30,$0.08,0.57%,Annually,1.81%,5.99,0.66,269.37%,19.97%,33.39%,26.97%,Global X,21,70.58%,87.07%,100.00%,35%,15%,1099,$11.20,$11.88,N/A,N/A,50.1,B,C,C,C,C,A+,C,4.19,10.42%,13.73%,"1,208.74",4.24%,1.38%
BBC,Virtus LifeSci Biotech Clinical Trials ETF,Equity,"$47,593,300","9,825",$49.59,false,false,true,false,-6.72%,7.08%,30.32%,30.32%,74.43%,71.32%,$0.0,-$0.12025,$0.0,-$5.83395,-$0.60615,$4.9397,Small Cap Growth Equities,2014-12-16,0.79%,$0.00,2017-12-20,$0.30,0.00%,Annually,5.52%,N/A,1.61,161.78%,29.97%,31.09%,34.88%,Virtus,165,9.71%,13.36%,36.77%,35%,15%,1099,$46.38,$54.89,$49.27,$50.18,54.99,N/A,C,N/A,N/A,N/A,C,N/A,3.43,10.44%,6.07%,26.14,0.00%,0.61%
BKMC,BNY Mellon US Mid Cap Core Equity ETF,Equity,"$66,029,600","5,029",$77.53,false,false,false,false,0.00%,3.29%,N/A,N/A,N/A,N/A,$0.0,$19.316,$0.0,$25.419,$25.419,$25.419,Mid Cap Growth Equities,2020-04-09,0.04%,$0.47,2020-10-01,$0.24,0.65%,Quarterly,N/A,103.84,1.06,25.05%,9.62%,16.16%,16.64%,Bank of New York Mellon,501,4.82%,7.05%,21.30%,39%,20%,1099,$75.11,$78.14,$77.12,$77.73,66.27,N/A,A,N/A,N/A,N/A,B,N/A,5.56,87.65%,41.11%,208.44,4.24%,6.26%
UYM,ProShares Ultra Basic Materials,Equity,"$42,062,800","3,506",$72.70,false,2x,false,false,2.29%,7.68%,16.57%,16.57%,1.28%,107.24%,$0.0,$0.0,$0.0,-$4.579693,-$19.284443,-$35.912943,Leveraged Equities,2007-01-30,0.95%,$0.41,2020-12-23,$0.13,0.56%,Quarterly,12.01%,N/A,2.44,75.16%,28.38%,48.52%,46.96%,ProShares,36,78.49%,87.02%,100.01%,35%,15%,1099,$68.29,$72.52,$71.95,$73.18,60.21,B-,B-,C+,B+,B,B+,A-,6.88,91.38%,79.42%,827.32,4.11%,2.31%
NUSA,Nuveen Enhanced Yield 1-5 Year U.S. Aggregate Bond ETF,Bond,"$43,309,400","16,698",$25.52,false,false,true,false,-0.10%,0.18%,4.85%,4.85%,12.00%,N/A,$0.0,$0.0,$0.0,$12.67852,$22.39547,$12.41057,Total Bond Market,2017-03-31,0.20%,$0.71,2020-12-17,$0.06,2.80%,Monthly,0.47%,N/A,0.03,25.12%,1.32%,1.32%,1.38%,Nuveen,242,29.09%,36.16%,60.55%,39%,20%,1099,$25.43,$25.55,$25.49,$25.56,58.7,N/A,B+,N/A,N/A,N/A,A-,N/A,6.48,81.87%,69.25%,619.07,7.99%,1.23%
JIGB,JPMorgan Corporate Bond Research Enhanced ETF,Bond,"$57,300,000","7,126",$57.71,false,false,false,false,0.36%,0.63%,9.66%,9.66%,N/A,N/A,$0.0,$14.407,$0.0,$24.0735,$28.15575,$28.15575,Corporate Bonds,2018-12-12,0.14%,$2.44,2020-12-15,$0.75,4.22%,Monthly,2.08%,N/A,0.22,75.44%,3.97%,5.50%,5.03%,J.P. Morgan,471,8.38%,11.30%,28.32%,39%,20%,1099,$56.92,$57.72,$57.67,$57.78,62.6,C,B,B+,B,B,A,N/A,5.81,44.24%,48.18%,292.5,14.53%,2.99%
UFO,Procure Space ETF,Equity,"$42,921,900","21,403",$25.49,false,false,false,false,-0.62%,0.79%,-2.78%,-2.78%,N/A,N/A,$5.72044,$8.2979,$0.0,$27.510793,$42.280045,$42.280045,Global Equities,2019-04-11,0.75%,$0.18,2020-09-25,$0.06,0.70%,Annually,3.22%,19.2,1.25,22.22%,15.01%,22.64%,20.91%,"ProcureAM, LLC",33,50.10%,72.79%,99.98%,39%,20%,1099,$24.92,$26.07,$25.26,$25.62,60.2,N/A,B-,N/A,N/A,N/A,B,N/A,4.91,21.51%,28.94%,28.07,23.49%,0.68%
UBT,ProShares Ultra 20+ Year Treasury,Bond,"$42,952,100","78,303",$61.96,false,2x,false,false,0.78%,0.47%,31.86%,31.86%,53.37%,79.54%,$0.0,$1.542023,$0.0,-$2.687675,-$7.987195,-$22.019445,Leveraged Bonds,2010-01-19,0.95%,$0.77,2020-03-25,$0.32,1.25%,Quarterly,5.98%,N/A,-0.54,104.84%,18.22%,25.65%,24.21%,ProShares,40,58.72%,68.30%,99.99%,35%,15%,1099,$60.31,$62.54,$61.68,$62.18,49.11,B+,B+,C+,B,A-,A,A+,6.58,0.00%,72.24%,0.0,0.00%,0.00%
ENFR,Alerian Energy Infrastructure ETF,Equity,"$43,070,000","35,940",$14.65,false,false,false,false,-1.65%,-3.56%,-24.16%,-24.16%,-24.98%,9.23%,$0.73,$4.464,$0.0,$5.1705,$20.45,$48.708,Energy Equities,2013-10-31,0.65%,$1.11,2020-12-22,$0.03,7.59%,Quarterly,2.61%,14.5,1.61,188.78%,25.75%,35.66%,30.83%,ALPS,38,63.22%,82.87%,100.01%,35%,15%,1099,$14.43,$16.07,$14.56,$14.72,50.98,N/A,A,N/A,N/A,N/A,N/A,N/A,4.29,25.66%,15.44%,729.91,8.81%,0.13%
UMDD,ProShares UltraPro MidCap400,Equity,"$41,835,300","10,828",$101.80,false,3x,false,false,-0.84%,15.17%,-17.30%,-17.30%,-11.67%,103.58%,$0.0,$0.0,$0.0,$5.28984,-$6.70791,-$29.59316,Leveraged Equities,2010-02-09,0.95%,$0.09,2020-12-23,$0.02,0.08%,Quarterly,29.17%,N/A,3.59,130.14%,37.00%,59.23%,57.56%,ProShares,402,59.61%,60.97%,68.32%,35%,15%,1099,$88.73,$105.13,$99.49,$103.27,65.69,C+,B,C+,B-,B-,B-,A,4.69,18.10%,25.97%,152.91,3.03%,5.04%
UCIB,ETRACS UBS Bloomberg Constant Maturity Commodity Index ETN,Commodity,"$42,581,200","3,435",$15.23,false,false,false,false,0.86%,5.22%,1.94%,1.94%,1.43%,N/A,$0.0,$0.0,$0.0,$9.829023,$17.449813,$17.449813,Commodities,2015-10-08,0.55%,$0.00,N/A,N/A,0.00%,Monthly,1.31%,N/A,0.53,57.75%,9.95%,12.56%,13.60%,UBS,26,65.29%,82.25%,99.31%,39%,20%,1099,$14.36,$15.38,$15.16,$15.36,70.61,N/A,B+,N/A,N/A,N/A,C,N/A,N/A,N/A,N/A,N/A,N/A,N/A
JHMI,John Hancock Multi-Factor Industrials ETF,Equity,"$42,513,500","3,611",$44.38,false,false,true,false,0.41%,2.07%,13.12%,13.12%,32.21%,N/A,$0.0,$0.0,$0.0,$10.283573,$5.870771,$24.762486,Industrials Equities,2016-03-28,0.40%,$0.43,2020-12-24,$0.22,0.97%,Semi-Annually,4.86%,25.89,1.21,43.07%,10.01%,19.29%,18.93%,John Hancock,154,19.38%,26.96%,64.42%,39%,20%,1099,$43.59,$44.39,$44.17,$44.48,60.73,B-,A-,N/A,A-,A-,A,N/A,6.69,87.10%,75.15%,111.63,15.74%,4.17%
WBIY,WBI Power Factor High Dividend ETF,Equity,"$42,560,000","8,598",$22.69,false,false,true,false,0.77%,0.92%,-8.49%,-8.49%,0.50%,N/A,$0.0,$0.0,$0.0,-$30.6945,$30.351,$67.2885,All Cap Equities,2016-12-19,0.70%,$1.16,2020-12-29,$0.41,5.14%,Quarterly,2.96%,15.0,1.41,90.05%,16.74%,33.36%,27.64%,WBI Shares,51,52.89%,67.50%,99.48%,20%,39%,1099,$22.23,$23.29,$22.59,$22.74,58.31,B,C+,C,C,C+,A,N/A,5.67,69.10%,44.05%,162.08,7.49%,2.15%
ROOF,IQ US Real Estate Small Cap ETF,Real Estate,"$43,116,000","8,978",$21.45,false,false,false,false,-1.20%,0.26%,-13.63%,-13.63%,-4.99%,14.86%,$0.0,-$1.081217,$0.0,-$10.339652,-$49.920057,-$28.386157,Real Estate,2011-06-14,0.70%,$1.05,2020-09-24,$0.20,4.92%,Quarterly,3.28%,13.1,1.17,374.18%,18.03%,35.48%,31.33%,IndexIQ,84,28.04%,37.77%,84.06%,35%,15%,1099,$21.21,$22.05,$21.26,$21.54,56.01,B-,C,A-,B+,B-,A,B+,1.9,4.12%,0.83%,67.98,0.00%,5.17%
GBUG,iPath Gold ETN,Commodity,"$42,178,700","2,029",$31.22,false,false,false,false,1.15%,3.25%,23.58%,23.58%,N/A,N/A,$0.0,$0.29783,$0.0,$9.758577,$10.175246,$10.175246,Precious Metals,2019-10-07,N/A,$0.00,N/A,N/A,0.00%,N/A,2.25%,N/A,0.16,12.68%,12.08%,17.59%,19.14%,Barclays Capital,N/A,N/A,N/A,N/A,39%,20%,1099,$29.93,$31.31,$31.17,$31.25,56.25,N/A,N/A,N/A,N/A,N/A,A-,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CIZ,VictoryShares Developed Enhanced Volatility Weighted ETF,Equity,"$42,906,100","6,878",$31.37,false,false,true,false,1.10%,2.38%,-4.37%,-4.37%,-4.05%,10.39%,$0.0,$0.0,$0.0,-$37.409665,-$66.786065,$23.910025,Foreign Large Cap Equities,2014-09-30,0.45%,$0.47,2020-12-16,$0.11,1.49%,Monthly,2.62%,20.52,0.70,43.03%,9.08%,15.67%,15.08%,Victory Capital,501,3.22%,4.72%,14.50%,35%,15%,1099,$30.35,$31.60,$31.32,$31.41,64.67,B,B,C,A-,B-,B-,N/A,7.52,71.56%,89.48%,183.4,9.85%,7.88%
LOUP,Innovator Loup Frontier Tech ETF,Equity,"$41,684,100","13,443",$49.84,false,false,true,false,1.03%,5.55%,86.25%,86.25%,N/A,N/A,$0.0,$12.0635,$0.0,$18.59,$30.6505,$30.6505,Global Equities,2018-07-25,0.70%,$0.00,N/A,N/A,0.00%,Annually,7.38%,41.53,1.39,48.71%,15.51%,22.64%,24.27%,Innovator Management,31,42.70%,57.70%,99.99%,39%,20%,1099,$47.41,$50.35,N/A,N/A,72.2,N/A,B,N/A,N/A,N/A,C+,N/A,6.12,84.35%,57.84%,35.76,2.65%,1.98%
IBMP,iShares iBonds Dec 2027 Term Muni Bond ETF,Bond,"$42,266,500","7,949",$27.32,false,false,false,false,0.07%,0.34%,6.22%,6.22%,N/A,N/A,$0.0,$2.724615,$0.0,$22.80433,$38.38122,$38.38122,National Munis,2019-04-09,0.18%,$0.32,2020-12-17,$0.02,1.16%,Monthly,0.71%,N/A,0.05,67.40%,0.73%,1.91%,1.66%,iShares,342,7.90%,11.07%,29.11%,38%,20%,1099,$27.23,$27.32,N/A,N/A,70.34,N/A,B+,N/A,N/A,N/A,C+,N/A,N/A,N/A,N/A,N/A,N/A,N/A
VFLQ,Vanguard U.S. Liquidity Factor ETF,Equity,"$41,764,500",952,$94.09,false,false,true,false,0.41%,4.33%,7.68%,7.68%,N/A,N/A,$0.0,$0.0,$0.0,-$1.47475,$29.65625,$29.65625,All Cap Equities,2018-02-15,0.13%,$1.48,2020-12-24,$0.53,1.58%,Quarterly,9.23%,20.9,1.17,38.96%,13.00%,21.94%,20.18%,Vanguard,800,7.74%,10.83%,26.06%,39%,20%,1099,$90.92,$94.70,$94.09,$94.09,64.39,C,A,B-,B-,B,B+,N/A,4.58,13.47%,24.24%,223.18,5.16%,4.21%
JIG,JPMorgan International Growth ETF,Equity,"$43,410,000","4,682",$72.72,false,false,false,false,2.15%,5.48%,N/A,N/A,N/A,N/A,$0.0,$0.0,$0.0,$18.4505,$18.4505,$18.4505,Foreign Large Cap Equities,2020-05-20,0.55%,$0.03,2020-12-22,$0.03,0.04%,N/A,N/A,34.66,1.19,8.91%,9.25%,16.98%,17.34%,J.P. Morgan,61,32.60%,42.38%,90.96%,39%,20%,1099,$68.61,$73.31,$72.53,$72.95,66.09,N/A,B-,N/A,N/A,N/A,C,N/A,7.15,46.97%,84.52%,77.61,4.38%,7.94%
